Sample in Buffer,Sample in Window,TRIGGER,example_top/MonopulseEx_Arithmetic1/Arithmetic1/Arithmetic_State_reg[2]_0[1:1],example_top/CountWrite_tem[31:0],example_top/Monopulse_data1[15:0],example_top/Behind_area[5:0],Behind_area[15:6],example_top/AD_Count[2:0],example_top/Fourth_moment[40:0],example_top/MonopulsePosition_1[5:0],MonopulsePosition[15:6],example_top/MonopulsePosition[31:16],example_top/Monopulse_data_00[7:0],example_top/Monopulse_data_01[7:0],example_top/Count[15:0],example_top/Monopulse_num[15:0],example_top/Monopulse_num_reg[15:0],example_top/Peak_value[7:0],example_top/PeriodPoint_num[31:0],example_top/Period_condition[5:0],Period_condition_1[15:6],example_top/Mean_value[7:0],example_top/Period_count[5:0],example_top/Front_area[5:0],Front_area[15:6],example_top/CountRead_tem[31:0],example_top/Pulse_point_num[15:0],example_top/Monopulse_data_1[7:0],example_top/ReadPosition[31:0],example_top/Read_Fifo_Out[15:0],example_top/Mean_value_remainders[7:0],example_top/Arithmetic_State[2:0],example_top/Read_Fifo_Out_r[15:0],example_top/app_rd_data6[15:0],example_top/app_rd_data1[15:0],example_top/app_rd_data8[15:0],example_top/Third_moment[32:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/Square_data[20:0],example_top/app_rd_data2[15:0],example_top/app_rd_data7[15:0],example_top/ddr3_wr_data_r[127:0],example_top/SendToArm_Data[31:0],example_top/Write_Fifo_datain[7:0],example_top/Total_area_reg[15:0],example_top/ii[15:0],example_top/time_cnt[15:0],example_top/Read_Fifo_wusdw_o[7:0],example_top/SendToArm_Count[7:0],example_top/app_rd_data[127:0],example_top/Second_moment[23:0],example_top/Write_Fifo_Out[127:0],Period_condition_2[10:10],Period_condition_3[10:10],Period_condition_4[10:10],Period_condition_5[10:10],Period_condition_6[10:10],Period_condition_7[10:10],Period_condition_8[10:10],Period_condition_9[10:10],Period_condition_10[10:10],Period_condition_11[10:10],Period_condition_12[10:10],Period_condition_13[10:10],Period_condition_14[10:10],Period_condition_15[10:10],Period_condition_16[10:10],Period_condition[10:10],example_top/app_rd_data4[15:0],example_top/app_wdf_data[127:0],example_top/bit_count[7:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_addr_begin[28:0],example_top/ddr3_wr_data[127:0],example_top/state1[3:0],example_top/app_rd_data3[15:0],example_top/app_addr[28:0],example_top/app_rd_data5[15:0],example_top/state[3:0],example_top/Total_area[15:0],example_top/time_cnt_n[15:0],example_top/WaveState[1:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,u_ila_0_clk,example_top/ddr3_allwr_flag,example_top/ddr3_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/Extract_en,example_top/FeatureExtraction_flag,SendIRQ_OBUF_1,init_calib_complete_OBUF,example_top/OnePeriod_flag,SendIRQ_OBUF,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/S_FeatureExtraction_flag_neg,example_top/S_FeatureExtraction_flag_reg1,example_top/S_FeatureExtraction_flag_reg2,example_top/SendToArm_begin,example_top/SendToArm_Over,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
824,824,0,0,00de2e7e,116,28,208,5,9728,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2368,01,000010,009c,0097,00000000000000000000000000000000,0,ae,13968,002a,41,105,00,0096009700980099009a009b009c009d,624,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ae,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
825,825,0,0,00de2e7e,116,28,208,7,9984,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2432,01,000010,009c,0097,00000000000000000000000000000000,0,af,13968,002b,43,105,00,0096009700980099009a009b009c009d,640,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b0,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
826,826,0,0,00de2e7e,116,28,208,0,10240,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2496,01,000010,009c,0097,00000000000000000000000000000000,0,b1,13968,002c,43,105,00,0096009700980099009a009b009c009d,656,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b1,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
827,827,0,0,00de2e7e,116,28,208,1,10496,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2560,01,000010,009c,0097,00000000000000000000000000000000,0,b2,13968,002d,45,105,00,0096009700980099009a009b009c009d,672,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b2,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
828,828,0,0,00de2e7e,116,28,208,2,10752,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2624,01,000010,009c,0097,00000000000000000000000000000000,0,b3,13968,002e,45,105,00,0096009700980099009a009b009c009d,688,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b3,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
829,829,0,0,00de2e7e,116,28,208,4,11008,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2688,01,000010,009c,0097,00000000000000000000000000000000,0,b4,13968,002f,47,105,00,0096009700980099009a009b009c009d,704,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b5,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,002f,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
830,830,0,0,00de2e7e,116,28,208,5,11264,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2752,01,000010,009c,0097,00000000000000000000000000000000,0,b6,13968,0030,47,105,00,0096009700980099009a009b009c009d,720,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b6,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0030,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
831,831,0,0,00de2e7e,116,28,208,6,11520,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2816,01,000010,009c,0097,00000000000000000000000000000000,0,b7,13968,0031,49,105,00,0096009700980099009a009b009c009d,736,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b7,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0031,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832,832,0,0,00de2e7e,116,28,208,7,11776,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2880,01,000010,009c,0097,00000000000000000000000000000000,0,b8,13968,0032,33,105,00,0096009700980099009a009b009c009d,752,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,b8,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0032,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833,833,0,0,00de2e7e,116,28,208,1,12032,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-2944,01,000010,009c,0097,00000000000000000000000000000000,0,b9,13968,0033,51,105,00,0096009700980099009a009b009c009d,768,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ba,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0033,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
834,834,0,0,00de2e7e,116,28,208,2,12288,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3008,01,000010,009c,0097,00000000000000000000000000000000,0,bb,13968,0034,35,105,00,0096009700980099009a009b009c009d,784,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,bb,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0034,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
835,835,0,0,00de2e7e,116,28,208,3,12544,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3072,01,000010,009c,0097,00000000000000000000000000000000,0,bc,13968,0035,53,105,00,0096009700980099009a009b009c009d,800,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,bc,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0035,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
836,836,0,0,00de2e7e,116,28,208,4,12800,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3136,01,000010,009c,0097,00000000000000000000000000000000,0,bd,13968,0036,37,105,00,0096009700980099009a009b009c009d,816,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,bd,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0036,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
837,837,0,0,00de2e7e,116,28,208,6,13056,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3200,01,000010,009c,0097,00000000000000000000000000000000,0,be,13968,0037,55,105,00,0096009700980099009a009b009c009d,832,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,bf,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0037,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838,838,0,0,00de2e7e,116,28,208,7,13312,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3264,01,000010,009c,0097,00000000000000000000000000000000,0,c0,13968,0038,39,105,00,0096009700980099009a009b009c009d,848,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c0,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0038,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
839,839,0,0,00de2e7e,116,28,208,0,13568,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3328,01,000010,009c,0097,00000000000000000000000000000000,0,c1,13968,0039,57,105,00,0096009700980099009a009b009c009d,864,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c1,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0039,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
840,840,0,0,00de2e7e,116,28,208,1,13824,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3392,01,000010,009c,0097,00000000000000000000000000000000,0,c2,13968,003a,41,105,00,0096009700980099009a009b009c009d,880,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c2,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
841,841,0,0,00de2e7e,116,28,208,3,14080,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3456,01,000010,009c,0097,00000000000000000000000000000000,0,c3,13968,003b,59,105,00,0096009700980099009a009b009c009d,896,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c4,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
842,842,0,0,00de2e7e,116,28,208,4,14336,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3520,01,000010,009c,0097,00000000000000000000000000000000,0,c5,13968,003c,43,105,00,0096009700980099009a009b009c009d,912,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c5,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843,843,0,0,00de2e7e,116,28,208,5,14592,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3584,01,000010,009c,0097,00000000000000000000000000000000,0,c6,13968,003d,61,105,00,0096009700980099009a009b009c009d,928,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c6,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
844,844,0,0,00de2e7e,116,28,208,6,14848,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3648,01,000010,009c,0097,00000000000000000000000000000000,0,c7,13968,003e,45,105,00,0096009700980099009a009b009c009d,944,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c7,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
845,845,0,0,00de2e7e,116,28,208,0,15104,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3712,01,000010,009c,0097,00000000000000000000000000000000,0,c8,13968,003f,63,105,00,0096009700980099009a009b009c009d,960,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,c9,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,003f,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
846,846,0,0,00de2e7e,116,28,208,1,15360,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3776,01,000010,009c,0097,00000000000000000000000000000000,0,ca,13968,0040,47,105,00,0096009700980099009a009b009c009d,976,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ca,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0040,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
847,847,0,0,00de2e7e,116,28,208,2,15616,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3840,01,000010,009c,0097,00000000000000000000000000000000,0,cb,13968,0041,97,105,00,0096009700980099009a009b009c009d,992,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cb,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0061,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
848,848,0,0,00de2e7e,116,28,208,3,15872,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3904,01,000010,009c,0097,00000000000000000000000000000000,0,cc,13968,0042,97,105,00,0096009700980099009a009b009c009d,1008,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cc,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0062,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
849,849,0,0,00de2e7e,116,28,208,5,16128,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-3968,01,000010,009c,0097,00000000000000000000000000000000,0,cd,13968,0043,99,105,00,0096009700980099009a009b009c009d,1024,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,ce,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0063,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
850,850,0,0,00de2e7e,116,28,208,6,16384,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4032,01,000010,009c,0097,00000000000000000000000000000000,0,cf,13968,0044,99,105,00,0096009700980099009a009b009c009d,1040,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,cf,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0064,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851,851,0,0,00de2e7e,116,28,208,7,16640,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4096,01,000010,009c,0097,00000000000000000000000000000000,0,d0,13968,0045,101,105,00,0096009700980099009a009b009c009d,1056,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d0,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0065,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
852,852,0,0,00de2e7e,116,28,208,0,16896,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4160,01,000010,009c,0097,00000000000000000000000000000000,0,d1,13968,0046,101,105,00,0096009700980099009a009b009c009d,1072,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d1,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0066,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
853,853,0,0,00de2e7e,116,28,208,2,17152,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4224,01,000010,009c,0097,00000000000000000000000000000000,0,d2,13968,0047,103,105,00,0096009700980099009a009b009c009d,1088,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d3,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0067,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
854,854,0,0,00de2e7e,116,28,208,3,17408,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4288,01,000010,009c,0097,00000000000000000000000000000000,0,d4,13968,0048,103,105,00,0096009700980099009a009b009c009d,1104,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d4,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0068,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855,855,0,0,00de2e7e,116,28,208,4,17664,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4352,01,000010,009c,0097,00000000000000000000000000000000,0,d5,13968,0049,105,105,00,0096009700980099009a009b009c009d,1120,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d5,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,0069,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856,856,0,0,00de2e7e,116,28,208,5,17920,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4416,01,000010,009c,0097,00000000000000000000000000000000,0,d6,13968,004a,105,105,00,0096009700980099009a009b009c009d,1136,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d6,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,006a,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
857,857,0,0,00de2e7e,116,28,208,7,18176,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4480,01,000010,009c,0097,00000000000000000000000000000000,0,d7,13968,004b,107,105,00,0096009700980099009a009b009c009d,1152,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d8,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,006b,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
858,858,0,0,00de2e7e,116,28,208,0,18432,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4544,01,000010,009c,0097,00000000000000000000000000000000,0,d9,13968,004c,107,105,00,0096009700980099009a009b009c009d,1168,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,d9,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,006c,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
859,859,0,0,00de2e7e,116,28,208,1,18688,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4608,01,000010,009c,0097,00000000000000000000000000000000,0,da,13968,004d,109,105,00,0096009700980099009a009b009c009d,1184,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,da,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,006d,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860,860,0,0,00de2e7e,116,28,208,2,18944,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,5,0015,0098,009d,0096,-4672,01,000010,009c,0097,00000000000000000000000000000000,0,db,13968,004e,109,105,00,0096009700980099009a009b009c009d,1200,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,db,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,13968,006e,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
