Sample in Buffer,Sample in Window,TRIGGER,example_top/MonopulseEx_Arithmetic1/Arithmetic1/Arithmetic_State_reg[2]_0[1:1],example_top/CountWrite_tem[31:0],example_top/Monopulse_data1[15:0],example_top/Behind_area[5:0],Behind_area[15:6],example_top/AD_Count[2:0],example_top/Fourth_moment[40:0],example_top/MonopulsePosition_1[5:0],MonopulsePosition[15:6],example_top/MonopulsePosition[31:16],example_top/Monopulse_data_00[7:0],example_top/Monopulse_data_01[7:0],example_top/Count[15:0],example_top/Monopulse_num[15:0],example_top/Monopulse_num_reg[15:0],example_top/Peak_value[7:0],example_top/PeriodPoint_num[31:0],example_top/Period_condition[5:0],Period_condition_1[15:6],example_top/Mean_value[7:0],example_top/Period_count[5:0],example_top/Front_area[5:0],Front_area[15:6],example_top/CountRead_tem[31:0],example_top/Pulse_point_num[15:0],example_top/Monopulse_data_1[7:0],example_top/ReadPosition[31:0],example_top/Read_Fifo_Out[15:0],example_top/Mean_value_remainders[7:0],example_top/Arithmetic_State[2:0],example_top/Read_Fifo_Out_r[15:0],example_top/app_rd_data6[15:0],example_top/app_rd_data1[15:0],example_top/app_rd_data8[15:0],example_top/Third_moment[32:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/Square_data[20:0],example_top/app_rd_data2[15:0],example_top/app_rd_data7[15:0],example_top/ddr3_wr_data_r[127:0],example_top/SendToArm_Data[31:0],example_top/Write_Fifo_datain[7:0],example_top/Total_area_reg[15:0],example_top/ii[15:0],example_top/time_cnt[15:0],example_top/Read_Fifo_wusdw_o[7:0],example_top/SendToArm_Count[7:0],example_top/app_rd_data[127:0],example_top/Second_moment[23:0],example_top/Write_Fifo_Out[127:0],Period_condition_2[10:10],Period_condition_3[10:10],Period_condition_4[10:10],Period_condition_5[10:10],Period_condition_6[10:10],Period_condition_7[10:10],Period_condition_8[10:10],Period_condition_9[10:10],Period_condition_10[10:10],Period_condition_11[10:10],Period_condition_12[10:10],Period_condition_13[10:10],Period_condition_14[10:10],Period_condition_15[10:10],Period_condition_16[10:10],Period_condition[10:10],example_top/app_rd_data4[15:0],example_top/app_wdf_data[127:0],example_top/bit_count[7:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_addr_begin[28:0],example_top/ddr3_wr_data[127:0],example_top/state1[3:0],example_top/app_rd_data3[15:0],example_top/app_addr[28:0],example_top/app_rd_data5[15:0],example_top/state[3:0],example_top/Total_area[15:0],example_top/time_cnt_n[15:0],example_top/WaveState[1:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,u_ila_0_clk,example_top/ddr3_allwr_flag,example_top/ddr3_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/Extract_en,example_top/FeatureExtraction_flag,SendIRQ_OBUF_1,init_calib_complete_OBUF,example_top/OnePeriod_flag,SendIRQ_OBUF,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/S_FeatureExtraction_flag_neg,example_top/S_FeatureExtraction_flag_reg1,example_top/S_FeatureExtraction_flag_reg2,example_top/SendToArm_begin,example_top/SendToArm_Over,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
100,100,0,1,00de2e7e,116,0,116,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,25,8168,005e,69,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,25,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8052,0045,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,101,0,1,00de2e7e,116,-12,117,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,26,8284,005e,69,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,27,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8168,0046,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102,102,0,1,00de2e7e,116,-24,119,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,28,8400,005e,71,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,28,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8284,0047,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,103,0,1,00de2e7e,116,28,121,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,29,8516,005e,71,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,29,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8400,0048,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,104,0,1,00de2e7e,116,16,123,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,2a,8632,005e,73,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,2a,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8516,0049,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,105,0,1,00de2e7e,116,4,125,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,2b,8748,005e,73,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,2c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8632,004a,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,106,0,1,00de2e7e,116,-8,126,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,2d,8864,005e,75,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,2d,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8748,004b,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,107,0,1,00de2e7e,116,-20,128,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,2e,8980,005e,75,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,2e,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8864,004c,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,108,0,1,00de2e7e,116,-32,130,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,2f,9096,005e,77,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,2f,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,8980,004d,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,109,0,1,00de2e7e,116,20,132,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,30,9212,005e,77,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,31,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9096,004e,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,110,0,1,00de2e7e,116,8,134,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,32,9328,005e,79,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,32,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9212,004f,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,111,0,1,00de2e7e,116,-4,135,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,33,9444,005e,79,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,33,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9328,0050,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,112,0,1,00de2e7e,116,-16,137,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,34,9560,005e,81,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,34,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9444,0051,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,113,0,1,00de2e7e,116,-28,139,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,35,9676,005e,65,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,36,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9560,0052,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,114,0,1,00de2e7e,116,24,141,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,37,9792,005e,83,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,37,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9676,0053,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,115,0,1,00de2e7e,116,12,143,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,38,9908,005e,67,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,38,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9792,0054,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,116,0,1,00de2e7e,116,0,145,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,39,10024,005e,85,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,39,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,9908,0055,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117,117,0,1,00de2e7e,116,-12,146,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,3a,10140,005e,69,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,3b,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10024,0056,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118,118,0,1,00de2e7e,116,-24,148,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,3c,10256,005e,87,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,3c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10140,0057,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119,119,0,1,00de2e7e,116,28,150,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,3d,10372,005e,71,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,3d,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10256,0058,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,120,0,1,00de2e7e,116,16,152,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,3e,10488,005e,89,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,3e,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10372,0059,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,121,0,1,00de2e7e,116,4,154,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,3f,10604,005e,73,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,40,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10488,005a,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,122,0,1,00de2e7e,116,-8,155,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,41,10720,005e,91,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,41,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10604,005b,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,123,0,1,00de2e7e,116,-20,157,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,42,10836,005e,75,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,42,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10720,005c,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,124,0,1,00de2e7e,116,-32,159,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,43,10952,005e,93,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,43,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10836,005d,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,125,0,1,00de2e7e,116,20,161,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,44,11068,005e,77,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,45,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,10952,005e,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,126,0,1,00de2e7e,116,8,163,5,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,46,11184,005e,95,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,46,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11068,005f,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,127,0,1,00de2e7e,116,-4,164,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,47,11300,005e,79,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,47,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11184,0060,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,128,0,1,00de2e7e,116,-16,166,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,48,11416,005e,65,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,48,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11300,0061,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,129,0,1,00de2e7e,116,-28,168,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,49,11532,005e,97,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,4a,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11416,0062,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,130,0,1,00de2e7e,116,24,170,2,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,4b,11648,005e,99,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,4b,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11532,0063,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,131,0,1,00de2e7e,116,12,172,3,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,4c,11764,005e,99,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,4c,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11648,0064,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132,132,0,1,00de2e7e,116,0,174,4,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,4d,11880,005e,101,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,4d,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11764,0065,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,133,0,1,00de2e7e,116,-12,175,6,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,4e,11996,005e,101,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,4f,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11880,0066,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,134,0,1,00de2e7e,116,-24,177,7,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,50,12112,005e,103,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,50,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,11996,0067,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135,135,0,1,00de2e7e,116,28,179,0,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,51,12228,005e,103,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,51,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,12112,0068,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,136,0,1,00de2e7e,116,16,181,1,23040,29,1b7,0000,4e,4f,0011,116,0074,116,00000000,00,000,120,09,34,001,00000e24,15,80,00006dd9,21,48,3,0015,0098,009d,0096,-5696,01,000010,009c,0097,00000000000000000000000000000000,0,52,12344,005e,105,105,00,0096009700980099009a009b009c009d,1456,007e007f008000810082008300840085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009a,00000000000000000000000000000000,52,839,00007118,00000000000000000000000000000000,0,009b,00007118,0099,4,12228,0069,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
