Sample in Buffer,Sample in Window,TRIGGER,example_top/Read_Fifo_wusdw_o[7:0],example_top/CountRead_tem[31:0],example_top/CountWrite_tem[31:0],example_top/Read_Fifo_rusdw_o[10:0],example_top/app_wdf_data[127:0],example_top/app_addr[28:0],example_top/Write_Fifo_Out[127:0],example_top/state1[3:0],example_top/Write_Fifo_rusdw_o[7:0],example_top/state[3:0],example_top/app_rd_data[127:0],example_top/app_addr_begin[28:0],example_top/Write_Fifo_datain[7:0],example_top/ddr3_wr_data[127:0],example_top/app_rd_data_valid,u_ila_0_app_rdy,example_top/ddr3_allwr_flag,example_top/ddr3_oneperiod_flag,example_top/ddr3_onewr_flag,example_top/ddr3read_en,example_top/ddr3write_en,example_top/OnePeriod_flag,example_top/Period_flag,example_top/ProsessIn,example_top/ProsessIn1,example_top/Read_Fifo_empty,example_top/Read_Fifo_full,example_top/Read_Fifo_in_en1,example_top/Read_Fifo_rden,example_top/Read_Fifo_rst,example_top/Read_Fifo_wren,example_top/Read_Over_flag,example_top/StartSample1,example_top/Write_Fifo_empty,example_top/Write_Fifo_full,example_top/WriteSign
95,95,0,0,17000000,e2024693,1,040308030c031003140318031e469317,00030003,0bd00be00bf000000000000000020000,0,bc,0,0000000123498b800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,0,17000000,e4024693,1,040308030c031003140318031e469317,00030003,0bd00be00bf000000000000000020000,0,bc,0,0000000123498b800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,17000000,e7024693,1,040308030c031003140318031e469317,00030003,0bd00be00bf000000000000000020000,0,bc,0,0000000123498b800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,0,17000000,e9024693,1,040308030c031003140318031e469317,00030003,0bd00be00bf000000000000000020000,0,bc,0,0000000123498b800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,0,17000000,ec024693,2,040308030c031003140318031e469317,00030003,0bd00be00bf000000000000000020000,0,bc,0,0000000123498b800b800b900ba00bb0,017c017e,d0,00000000100b800b900ba00bb00bc00b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0,0,18000000,ee024693,2,240328032c033003340338033e469318,00032003,0c500c600c7000000000000000020000,0,c4,0,0000000123498c000c000c100c200c30,018c018e,50,00000000100c000c100c200c300c400c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,0,19000000,f1024693,1,440348034c035003540358035e469319,00034003,0cd00ce00cf000000000000000020000,0,cc,0,0000000123498c800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,0,19000000,f3024693,1,440348034c035003540358035e469319,00034003,0cd00ce00cf000000000000000020000,0,cc,0,0000000123498c800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,0,19000000,f6024693,1,440348034c035003540358035e469319,00034003,0cd00ce00cf000000000000000020000,0,cc,0,0000000123498c800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,0,19000000,f8024693,1,440348034c035003540358035e469319,00034003,0cd00ce00cf000000000000000020000,0,cc,0,0000000123498c800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,19000000,fb024693,2,440348034c035003540358035e469319,00034003,0cd00ce00cf000000000000000020000,0,cc,0,0000000123498c800c800c900ca00cb0,019c019e,d0,00000000100c800c900ca00cb00cc00c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,0,1a000000,fd024693,2,640368036c037003740378037e46931a,00036003,0d500d600d7000000000000000020000,0,d4,0,0000000123498d000d000d100d200d30,01ac01ae,50,00000000100d000d100d200d300d400d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,0,1b000000,00024693,1,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,1b000000,02024693,0,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,1b000000,05024693,1,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,0,1b000000,07024693,1,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,0,1b000000,0a024693,1,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,0,1b000000,0c024693,2,840388038c039003940398039e46931b,00038003,0dd00de00df000000000000000020000,0,dc,0,0000000123498d800d800d900da00db0,01bc01be,d0,00000000100d800d900da00db00dc00d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,0,1c000000,0f024693,2,a403a803ac03b003b403b803be46931c,0003a003,0e500e600e7000000000000000020000,0,e4,0,0000000123498e000e000e100e200e30,01cc01ce,50,00000000100e000e100e200e300e400e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0,1d000000,11024693,1,c403c803cc03d003d403d803de46931d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,0000000123498e800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,0,1d000000,14024693,1,c403c803cc03d003d403d803de46931d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,0000000123498e800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,0,1d000000,16024693,1,c403c803cc03d003d403d803de46931d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,0000000123498e800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,0,1d000000,19024693,1,c403c803cc03d003d403d803de46931d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,0000000123498e800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,0,1d000000,1b024693,2,c403c803cc03d003d403d803de46931d,0003c003,0ed00ee00ef000000000000000020000,0,ec,0,0000000123498e800e800e900ea00eb0,01dc01de,d0,00000000100e800e900ea00eb00ec00e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,0,1e000000,1e024693,2,e403e803ec03f003f403f803fe46931e,0003e003,0f500f600f7000000000000000020000,0,f4,0,0000000123498f000f000f100f200f30,01ec01ee,50,00000000100f000f100f200f300f400f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,1f000000,20024693,1,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,0,1f000000,23024693,1,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,0,1f000000,25024693,1,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,0,1f000000,28024693,1,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0,1f000000,2a024693,1,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,0,1f000000,2d024693,2,040008000c001000140018001e46931f,00000000,0fd00fe00ff000000000000000020000,0,fc,0,0000000123498f800f800f900fa00fb0,01fc01fe,d0,00000000100f800f900fa00fb00fc00f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,0,20000000,2f024693,2,240028002c003000340038003e469320,00002000,00500060007000000000000000020000,0,04,0,00000001234990000000001000200030,000c000e,50,00000000100000001000200030004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,0,21000000,32024693,1,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,21000000,34024693,1,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,0,0,21000000,37024693,1,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,0,0,21000000,39024693,1,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,0,0,21000000,3c024693,2,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,0,0,21000000,3e024693,2,440048004c005000540058005e469321,00004000,00d000e000f000000000000000020000,0,0c,0,00000001234990800080009000a000b0,001c001e,d0,00000000100080009000a000b000c000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,0,0,22000000,41024693,2,640068006c007000740078007e469322,00006000,01500160017000000000000000020000,0,14,0,00000001234991000100011001200130,002c002e,50,00000000100100011001200130014001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,0,0,23000000,43024693,2,840088008c009000940098009e469323,00008000,01d001e001f000000000000000020000,0,1c,0,00000001234991800180019001a001b0,003c003e,d0,00000000100180019001a001b001c001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,0,0,23000000,46024693,1,840088008c009000940098009e469323,00008000,01d001e001f000000000000000020000,0,1c,0,00000001234991800180019001a001b0,003c003e,d0,00000000100180019001a001b001c001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,0,0,23000000,48024693,1,840088008c009000940098009e469323,00008000,01d001e001f000000000000000020000,0,1c,0,00000001234991800180019001a001b0,003c003e,d0,00000000100180019001a001b001c001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,0,0,23000000,4b024693,2,840088008c009000940098009e469323,00008000,01d001e001f000000000000000020000,0,1c,0,00000001234991800180019001a001b0,003c003e,d0,00000000100180019001a001b001c001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,0,0,24000000,4d024693,2,a400a800ac00b000b400b800be469324,0000a000,02500260027000000000000000020000,0,24,0,00000001234992000200021002200230,004c004e,50,00000000100200021002200230024002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,0,0,25000000,50024693,1,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,0,0,25000000,52024693,0,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,0,0,25000000,55024693,1,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,0,0,25000000,57024693,1,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,0,0,25000000,5a024693,1,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,0,0,25000000,5c024693,2,c400c800cc00d000d400d800de469325,0000c000,02d002e002f000000000000000020000,0,2c,0,00000001234992800280029002a002b0,005c005e,d0,00000000100280029002a002b002c002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,0,0,26000000,5f024693,2,e400e800ec00f000f400f800fe469326,0000e000,03500360037000000000000000020000,0,34,0,00000001234993000300031003200330,006c006e,50,00000000100300031003200330034003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,0,0,27000000,61024693,1,040108010c011001140118011e469327,00010001,03d003e003f000000000000000020000,0,3c,0,00000001234993800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,0,0,27000000,64024693,1,040108010c011001140118011e469327,00010001,03d003e003f000000000000000020000,0,3c,0,00000001234993800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,0,0,27000000,66024693,1,040108010c011001140118011e469327,00010001,03d003e003f000000000000000020000,0,3c,0,00000001234993800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,0,0,27000000,69024693,1,040108010c011001140118011e469327,00010001,03d003e003f000000000000000020000,0,3c,0,00000001234993800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,0,0,27000000,6b024693,2,040108010c011001140118011e469327,00010001,03d003e003f000000000000000020000,0,3c,0,00000001234993800380039003a003b0,007c007e,d0,00000000100380039003a003b003c003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,0,0,28000000,6e024693,2,240128012c013001340138013e469328,00012001,04500460047000000000000000020000,0,44,0,00000001234994000400041004200430,008c008e,50,00000000100400041004200430044004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,0,0,29000000,70024693,1,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,0,0,29000000,73024693,1,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,0,0,29000000,75024693,1,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,0,0,29000000,78024693,1,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,0,0,29000000,7a024693,1,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,0,0,29000000,7d024693,2,440148014c015001540158015e469329,00014001,04d004e004f000000000000000020000,0,4c,0,00000001234994800480049004a004b0,009c009e,d0,00000000100480049004a004b004c004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,0,2a000000,7f024693,2,640168016c017001740178017e46932a,00016001,05500560057000000000000000020000,0,54,0,00000001234995000500051005200530,00ac00ae,50,00000000100500051005200530054005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,0,0,2b000000,82024693,1,840188018c019001940198019e46932b,00018001,05d005e005f000000000000000020000,0,5c,0,00000001234995800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,0,0,2b000000,84024693,1,840188018c019001940198019e46932b,00018001,05d005e005f000000000000000020000,0,5c,0,00000001234995800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,0,0,2b000000,87024693,1,840188018c019001940198019e46932b,00018001,05d005e005f000000000000000020000,0,5c,0,00000001234995800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,0,0,2b000000,89024693,1,840188018c019001940198019e46932b,00018001,05d005e005f000000000000000020000,0,5c,0,00000001234995800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,0,0,2b000000,8c024693,2,840188018c019001940198019e46932b,00018001,05d005e005f000000000000000020000,0,5c,0,00000001234995800580059005a005b0,00bc00be,d0,00000000100580059005a005b005c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,0,0,2c000000,8e024693,2,a401a801ac01b001b401b801be46932c,0001a001,06500660067000000000000000020000,0,64,0,00000001234996000600061006200630,00cc00ce,50,00000000100600061006200630064006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,0,0,2d000000,91024693,1,c401c801cc01d001d401d801de46932d,0001c001,06d006e006f000000000000000020000,0,6c,0,00000001234996800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,0,0,2d000000,93024693,1,c401c801cc01d001d401d801de46932d,0001c001,06d006e006f000000000000000020000,0,6c,0,00000001234996800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,0,0,2d000000,96024693,1,c401c801cc01d001d401d801de46932d,0001c001,06d006e006f000000000000000020000,0,6c,0,00000001234996800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,0,0,2d000000,98024693,1,c401c801cc01d001d401d801de46932d,0001c001,06d006e006f000000000000000020000,0,6c,0,00000001234996800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,0,0,2d000000,9b024693,2,c401c801cc01d001d401d801de46932d,0001c001,06d006e006f000000000000000020000,0,6c,0,00000001234996800680069006a006b0,00dc00de,d0,00000000100680069006a006b006c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,0,0,2e000000,9d024693,2,e401e801ec01f001f401f801fe46932e,0001e001,07500760077000000000000000020000,0,74,0,00000001234997000700071007200730,00ec00ee,50,00000000100700071007200730074007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,0,0,2f000000,a0024693,1,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,0,0,2f000000,a2024693,0,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,0,0,2f000000,a5024693,1,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,0,0,2f000000,a7024693,1,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,0,0,2f000000,aa024693,1,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,0,0,2f000000,ac024693,2,040208020c021002140218021e46932f,00020002,07d007e007f000000000000000020000,0,7c,0,00000001234997800780079007a007b0,00fc00fe,d0,00000000100780079007a007b007c007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,0,0,30000000,af024693,2,240228022c023002340238023e469330,00022002,08500860087000000000000000020000,0,84,0,00000001234998000800081008200830,010c010e,50,00000000100800081008200830084008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,0,0,31000000,b1024693,1,440248024c025002540258025e469331,00024002,08d008e008f000000000000000020000,0,8c,0,00000001234998800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,0,0,31000000,b4024693,1,440248024c025002540258025e469331,00024002,08d008e008f000000000000000020000,0,8c,0,00000001234998800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,0,31000000,b6024693,1,440248024c025002540258025e469331,00024002,08d008e008f000000000000000020000,0,8c,0,00000001234998800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,0,0,31000000,b9024693,1,440248024c025002540258025e469331,00024002,08d008e008f000000000000000020000,0,8c,0,00000001234998800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,0,0,31000000,bb024693,2,440248024c025002540258025e469331,00024002,08d008e008f000000000000000020000,0,8c,0,00000001234998800880089008a008b0,011c011e,d0,00000000100880089008a008b008c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,0,0,32000000,be024693,2,640268026c027002740278027e469332,00026002,09500960097000000000000000020000,0,94,0,00000001234999000900091009200930,012c012e,50,00000000100900091009200930094009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,0,0,33000000,c0024693,1,840288028c029002940298029e469333,00028002,09d009e009f000000000000000020000,0,9c,0,00000001234999800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,0,0,33000000,c3024693,1,840288028c029002940298029e469333,00028002,09d009e009f000000000000000020000,0,9c,0,00000001234999800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,0,0,33000000,c5024693,1,840288028c029002940298029e469333,00028002,09d009e009f000000000000000020000,0,9c,0,00000001234999800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,0,0,33000000,c8024693,1,840288028c029002940298029e469333,00028002,09d009e009f000000000000000020000,0,9c,0,00000001234999800980099009a009b0,013c013e,d0,00000000100980099009a009b009c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
